symbol,yahoo_symbol,asset_name,market,asset_type,country
006980,006980.KS,우성,KOSPI,STOCK,KR
0069M0,0069M0.KS,1Q 미국나스닥100,KOSPI,ETF,KR
007070,007070.KS,GS리테일,KOSPI,STOCK,KR
007110,007110.KS,일신석재,KOSPI,STOCK,KR
007120,007120.KS,미래아이앤지,KOSPI,STOCK,KR
007160,007160.KS,사조산업,KOSPI,STOCK,KR
007210,007210.KS,벽산,KOSPI,STOCK,KR
007280,007280.KS,한국특강,KOSPI,STOCK,KR
0072R0,0072R0.KS,TIGER KRX금현물,KOSPI,ETF,KR
007310,007310.KS,오뚜기,KOSPI,STOCK,KR
007340,007340.KS,DN오토모티브,KOSPI,STOCK,KR
0073X0,0073X0.KS,FOCUS 알리바바미국채커버드콜혼합,KOSPI,ETF,KR
007460,007460.KS,에이프로젠,KOSPI,STOCK,KR
0074K0,0074K0.KS,KoAct K수출핵심기업TOP30액티브,KOSPI,ETF,KR
007540,007540.KS,샘표,KOSPI,STOCK,KR
007570,007570.KS,일양약품,KOSPI,STOCK,KR
007575,007575.KS,일양약품우,KOSPI,STOCK,KR
007590,007590.KS,동방아그로,KOSPI,STOCK,KR
007610,007610.KS,선도전기,KOSPI,STOCK,KR
007660,007660.KS,이수페타시스,KOSPI,STOCK,KR
007690,007690.KS,국도화학,KOSPI,STOCK,KR
007700,007700.KS,F&F홀딩스,KOSPI,STOCK,KR
007810,007810.KS,코리아써키트,KOSPI,STOCK,KR
007815,007815.KS,코리아써우,KOSPI,STOCK,KR
00781K,00781K.KS,코리아써키트2우B,KOSPI,STOCK,KR
007860,007860.KS,서연,KOSPI,STOCK,KR
0078V0,0078V0.KS,PLUS 미국로보택시,KOSPI,ETF,KR
007980,007980.KS,TP,KOSPI,STOCK,KR
0079X0,0079X0.KS,ACE BYD밸류체인액티브,KOSPI,ETF,KR
008040,008040.KS,사조동아원,KOSPI,STOCK,KR
008060,008060.KS,대덕,KOSPI,STOCK,KR
00806K,00806K.KS,대덕1우,KOSPI,STOCK,KR
0080G0,0080G0.KS,KODEX 방산TOP10,KOSPI,ETF,KR
0080X0,0080X0.KS,SOL 미국S&P500미국채혼합50,KOSPI,ETF,KR
0080Y0,0080Y0.KS,SOL 조선TOP3플러스레버리지,KOSPI,ETF,KR
008250,008250.KS,이건산업,KOSPI,STOCK,KR
008260,008260.KS,NI스틸,KOSPI,STOCK,KR
0082F0,0082F0.KS,HANARO 유럽방산,KOSPI,ETF,KR
0082V0,0082V0.KS,KODEX TDF2060액티브 적격,KOSPI,ETF,KR
008350,008350.KS,남선알미늄,KOSPI,STOCK,KR
008355,008355.KS,남선알미우,KOSPI,STOCK,KR
0083S0,0083S0.KS,1Q 미국메디컬AI,KOSPI,ETF,KR
008420,008420.KS,문배철강,KOSPI,STOCK,KR
008490,008490.KS,서흥,KOSPI,STOCK,KR
0084D0,0084D0.KS,KIWOOM 미국테크100월간목표헤지액티브,KOSPI,ETF,KR
0084E0,0084E0.KS,KIWOOM 미국대형주500월간목표헤지액티브,KOSPI,ETF,KR
008500,008500.KS,일정실업,KOSPI,STOCK,KR
0085N0,0085N0.KS,ACE 미국10년국채액티브(H),KOSPI,ETF,KR
0085P0,0085P0.KS,ACE 미국10년국채액티브,KOSPI,ETF,KR
008600,008600.KS,윌비스,KOSPI,STOCK,KR
0086B0,0086B0.KS,TIGER 리츠부동산인프라TOP10액티브,KOSPI,ETF,KR
0086C0,0086C0.KS,TIGER 리츠부동산인프라10채권혼합액티브,KOSPI,ETF,KR
008700,008700.KS,아남전자,KOSPI,STOCK,KR
008730,008730.KS,율촌화학,KOSPI,STOCK,KR
008770,008770.KS,호텔신라,KOSPI,STOCK,KR
008775,008775.KS,호텔신라우,KOSPI,STOCK,KR
0087F0,0087F0.KS,ACE 차이나AI빅테크TOP2+액티브,KOSPI,ETF,KR
008870,008870.KS,금비,KOSPI,STOCK,KR
0088N0,0088N0.KS,WON K-글로벌수급상위,KOSPI,ETF,KR
008930,008930.KS,한미사이언스,KOSPI,STOCK,KR
008970,008970.KS,KBI동양철관,KOSPI,STOCK,KR
0089B0,0089B0.KS,PLUS 미국나스닥100미국채혼합50,KOSPI,ETF,KR
0089C0,0089C0.KS,KODEX 미국S&P500변동성확대시커버드콜,KOSPI,ETF,KR
0089D0,0089D0.KS,KODEX 금융고배당TOP10,KOSPI,ETF,KR
009070,009070.KS,KCTC,KOSPI,STOCK,KR
0090B0,0090B0.KS,PLUS K방산소부장,KOSPI,ETF,KR
009140,009140.KS,경인전자,KOSPI,STOCK,KR
009150,009150.KS,삼성전기,KOSPI,STOCK,KR
009155,009155.KS,삼성전기우,KOSPI,STOCK,KR
009160,009160.KS,SIMPAC,KOSPI,STOCK,KR
009180,009180.KS,한솔로지스틱스,KOSPI,STOCK,KR
009190,009190.KS,대양금속,KOSPI,STOCK,KR
0091C0,0091C0.KS,KODEX 미국10년국채액티브(H),KOSPI,ETF,KR
0091M0,0091M0.KS,HANARO 27-06 회사채(AA-이상)액티브,KOSPI,ETF,KR
0091P0,0091P0.KS,TIGER 코리아원자력,KOSPI,ETF,KR
009200,009200.KS,무림페이퍼,KOSPI,STOCK,KR
009240,009240.KS,한샘,KOSPI,STOCK,KR
009270,009270.KS,신원,KOSPI,STOCK,KR
009290,009290.KS,광동제약,KOSPI,STOCK,KR
0092B0,0092B0.KS,SOL 한국원자력SMR,KOSPI,ETF,KR
0092C0,0092C0.KS,SOL 27-12 회사채(AA-이상)액티브,KOSPI,ETF,KR
009310,009310.KS,참엔지니어링,KOSPI,STOCK,KR
009320,009320.KS,아진전자부품,KOSPI,STOCK,KR
0093A0,0093A0.KS,RISE AI반도체TOP10,KOSPI,ETF,KR
0093B0,0093B0.KS,RISE 엔비디아고정테크100,KOSPI,ETF,KR
0093D0,0093D0.KS,KoAct 팔란티어밸류체인액티브,KOSPI,ETF,KR
009410,009410.KS,태영건설,KOSPI,STOCK,KR
009415,009415.KS,태영건설우,KOSPI,STOCK,KR
009420,009420.KS,한올바이오파마,KOSPI,STOCK,KR
009440,009440.KS,KC그린홀딩스,KOSPI,STOCK,KR
009450,009450.KS,경동나비엔,KOSPI,STOCK,KR
009460,009460.KS,한창제지,KOSPI,STOCK,KR
009470,009470.KS,삼화전기,KOSPI,STOCK,KR
0094K0,0094K0.KS,TIGER 28-04 회사채(A+이상)액티브,KOSPI,ETF,KR
0094L0,0094L0.KS,RISE 차이나테크TOP10위클리타겟커버드콜,KOSPI,ETF,KR
0094M0,0094M0.KS,RISE 코리아밸류업위클리고정커버드콜,KOSPI,ETF,KR
0094X0,0094X0.KS,1Q 샤오미밸류체인액티브,KOSPI,ETF,KR
009540,009540.KS,HD한국조선해양,KOSPI,STOCK,KR
009580,009580.KS,무림P&P,KOSPI,STOCK,KR
009680,009680.KS,모토닉,KOSPI,STOCK,KR
009770,009770.KS,삼정펄프,KOSPI,STOCK,KR
0097L0,0097L0.KS,KIWOOM 한국고배당&미국AI테크,KOSPI,ETF,KR
009810,009810.KS,플레이그램,KOSPI,STOCK,KR
009830,009830.KS,한화솔루션,KOSPI,STOCK,KR
009835,009835.KS,한화솔루션우,KOSPI,STOCK,KR
0098F0,0098F0.KS,KODEX 원자력SMR,KOSPI,ETF,KR
0098N0,0098N0.KS,PLUS 자사주매입고배당주,KOSPI,ETF,KR
0098Z0,0098Z0.KS,FOCUS 200,KOSPI,ETF,KR
009900,009900.KS,명신산업,KOSPI,STOCK,KR
009970,009970.KS,영원무역홀딩스,KOSPI,STOCK,KR
0099L0,0099L0.KS,ACE 우량회사채(AA-이상)액티브,KOSPI,ETF,KR
010040,010040.KS,한국내화,KOSPI,STOCK,KR
010060,010060.KS,OCI홀딩스,KOSPI,STOCK,KR
0100K0,0100K0.KS,KODEX 방산TOP10레버리지,KOSPI,ETF,KR
010100,010100.KS,한국무브넥스,KOSPI,STOCK,KR
010120,010120.KS,LS ELECTRIC,KOSPI,STOCK,KR
010130,010130.KS,고려아연,KOSPI,STOCK,KR
010140,010140.KS,삼성중공업,KOSPI,STOCK,KR
0101N0,0101N0.KS,RISE AI전력인프라,KOSPI,ETF,KR
0102A0,0102A0.KS,TIGER 미국AI소프트웨어TOP4Plus,KOSPI,ETF,KR
0102X0,0102X0.KS,ACE 유럽방산TOP10,KOSPI,ETF,KR
0103T0,0103T0.KS,1Q K소버린AI,KOSPI,ETF,KR
010400,010400.KS,우진아이엔에스,KOSPI,STOCK,KR
0104G0,0104G0.KS,PLUS K방산레버리지,KOSPI,ETF,KR
0104H0,0104H0.KS,KoAct 미국나스닥채권혼합50액티브,KOSPI,ETF,KR
0104N0,0104N0.KS,TIGER 200타겟위클리커버드콜,KOSPI,ETF,KR
0104P0,0104P0.KS,TIGER 코리아배당다우존스위클리커버드콜,KOSPI,ETF,KR
010580,010580.KS,에스엠벡셀,KOSPI,STOCK,KR
0105D0,0105D0.KS,SOL 한국AI소프트웨어,KOSPI,ETF,KR
0105E0,0105E0.KS,SOL 코리아고배당,KOSPI,ETF,KR
010640,010640.KS,진양폴리,KOSPI,STOCK,KR
010660,010660.KS,화천기계,KOSPI,STOCK,KR
010690,010690.KS,화신,KOSPI,STOCK,KR
010770,010770.KS,평화홀딩스,KOSPI,STOCK,KR
010780,010780.KS,아이에스동서,KOSPI,STOCK,KR
0107F0,0107F0.KS,KIWOOM 미국고배당&AI테크,KOSPI,ETF,KR
010820,010820.KS,퍼스텍,KOSPI,STOCK,KR
010950,010950.KS,S-Oil,KOSPI,STOCK,KR
010955,010955.KS,S-Oil우,KOSPI,STOCK,KR
010960,010960.KS,삼호개발,KOSPI,STOCK,KR
011000,011000.KS,진원생명과학,KOSPI,STOCK,KR
011070,011070.KS,LG이노텍,KOSPI,STOCK,KR
011090,011090.KS,에넥스,KOSPI,STOCK,KR
011150,011150.KS,CJ씨푸드,KOSPI,STOCK,KR
011155,011155.KS,CJ씨푸드1우,KOSPI,STOCK,KR
011170,011170.KS,롯데케미칼,KOSPI,STOCK,KR
0111J0,0111J0.KS,HANARO 증권고배당TOP3플러스,KOSPI,ETF,KR
0111P0,0111P0.KS,1Q 미국나스닥100미국채혼합50액티브,KOSPI,ETF,KR
011200,011200.KS,HMM,KOSPI,STOCK,KR
011210,011210.KS,현대위아,KOSPI,STOCK,KR
011230,011230.KS,삼화전자,KOSPI,STOCK,KR
011280,011280.KS,태림포장,KOSPI,STOCK,KR
0112X0,0112X0.KS,마이티 200TR,KOSPI,ETF,KR
011300,011300.KS,우성머티리얼스,KOSPI,STOCK,KR
011330,011330.KS,유니켐,KOSPI,STOCK,KR
011390,011390.KS,부산산업,KOSPI,STOCK,KR
0113D0,0113D0.KS,TIME 글로벌탑픽액티브,KOSPI,ETF,KR
0113G0,0113G0.KS,KoAct 미국바이오헬스케어액티브,KOSPI,ETF,KR
0113P0,0113P0.KS,HK 머니마켓액티브,KOSPI,ETF,KR
011420,011420.KS,갤럭시아에스엠,KOSPI,STOCK,KR
0114X0,0114X0.KS,RISE 글로벌게임테크TOP3Plus,KOSPI,ETF,KR
011500,011500.KS,한농화성,KOSPI,STOCK,KR
0115C0,0115C0.KS,RISE 미국고배당다우존스TOP10,KOSPI,ETF,KR
0115D0,0115D0.KS,KODEX 조선TOP10,KOSPI,ETF,KR
0115E0,0115E0.KS,KODEX 코리아소버린AI,KOSPI,ETF,KR
011690,011690.KS,와이투솔루션,KOSPI,STOCK,KR
011700,011700.KS,한신기계,KOSPI,STOCK,KR
011760,011760.KS,현대코퍼레이션,KOSPI,STOCK,KR
011780,011780.KS,금호석유화학,KOSPI,STOCK,KR
011785,011785.KS,금호석유화학우,KOSPI,STOCK,KR
011790,011790.KS,SKC,KOSPI,STOCK,KR
0117L0,0117L0.KS,KODEX 26-12 금융채(AA-이상)액티브,KOSPI,ETF,KR
0117V0,0117V0.KS,TIGER 코리아AI전력기기TOP3플러스,KOSPI,ETF,KR
011810,011810.KS,STX,KOSPI,STOCK,KR
0118S0,0118S0.KS,SOL 미국넥스트테크TOP10액티브,KOSPI,ETF,KR
0118Z0,0118Z0.KS,ACE 미국AI테크핵심산업액티브,KOSPI,ETF,KR
011930,011930.KS,신성이엔지,KOSPI,STOCK,KR
0119H0,0119H0.KS,KODEX 28-12 회사채(AA-이상)액티브,KOSPI,ETF,KR
012030,012030.KS,DB,KOSPI,STOCK,KR
0120G0,0120G0.KS,삼양바이오팜,KOSPI,STOCK,KR
0120J0,0120J0.KS,BNK 카카오그룹포커스,KOSPI,ETF,KR
012160,012160.KS,영흥,KOSPI,STOCK,KR
012170,012170.KS,아센디오,KOSPI,STOCK,KR
012200,012200.KS,계양전기,KOSPI,STOCK,KR
012205,012205.KS,계양전기우,KOSPI,STOCK,KR
012280,012280.KS,영화금속,KOSPI,STOCK,KR
0122W0,0122W0.KS,RISE 26-11 회사채(AA-이상)액티브,KOSPI,ETF,KR
012320,012320.KS,경동인베스트,KOSPI,STOCK,KR
012330,012330.KS,현대모비스,KOSPI,STOCK,KR
0123G0,0123G0.KS,TIGER 미국AI전력SMR,KOSPI,ETF,KR
0123S0,0123S0.KS,HANARO 26-12 은행채(AA+이상)액티브,KOSPI,ETF,KR
012450,012450.KS,한화에어로스페이스,KOSPI,STOCK,KR
012510,012510.KS,더존비즈온,KOSPI,STOCK,KR
012610,012610.KS,경인양행,KOSPI,STOCK,KR
012630,012630.KS,HDC,KOSPI,STOCK,KR
012690,012690.KS,모나리자,KOSPI,STOCK,KR
0126Z0,0126Z0.KS,삼성에피스홀딩스,KOSPI,STOCK,KR
012750,012750.KS,에스원,KOSPI,STOCK,KR
0127M0,0127M0.KS,ACE 미국대형가치주액티브,KOSPI,ETF,KR
0127P0,0127P0.KS,ACE 미국대형성장주액티브,KOSPI,ETF,KR
0127R0,0127R0.KS,RISE 미국AI클라우드인프라,KOSPI,ETF,KR
0127T0,0127T0.KS,KIWOOM 미국S&P500&배당다우존스비중전환,KOSPI,ETF,KR
0127V0,0127V0.KS,KIWOOM 미국S&P500 TOP10&배당다우비중전환,KOSPI,ETF,KR
012800,012800.KS,대창,KOSPI,STOCK,KR
0128D0,0128D0.KS,PLUS 차이나항셍테크위클리타겟커버드콜,KOSPI,ETF,KR
013000,013000.KS,세우글로벌,KOSPI,STOCK,KR
0131A0,0131A0.KS,SOL 차이나소비트렌드,KOSPI,ETF,KR
0131V0,0131V0.KS,1Q 미국우주항공테크,KOSPI,ETF,KR
0131W0,0131W0.KS,1Q 단기특수은행채액티브,KOSPI,ETF,KR
0132D0,0132D0.KS,KoAct 글로벌K컬처밸류체인액티브,KOSPI,ETF,KR
0132H0,0132H0.KS,KODEX 미국원자력SMR,KOSPI,ETF,KR
0132K0,0132K0.KS,PLUS 테슬라위클리커버드콜채권혼합,KOSPI,ETF,KR
013360,013360.KS,일성건설,KOSPI,STOCK,KR
0133E0,0133E0.KS,TIGER 차이나증권,KOSPI,ETF,KR
013520,013520.KS,화승코퍼레이션,KOSPI,STOCK,KR
013570,013570.KS,디와이,KOSPI,STOCK,KR
013580,013580.KS,계룡건설,KOSPI,STOCK,KR
0135Y0,0135Y0.KS,IBK 중기종합채권(AA-이상)액티브,KOSPI,ETF,KR
013700,013700.KS,까뮤이앤씨,KOSPI,STOCK,KR
0137V0,0137V0.KS,KIWOOM 미국S&P500모멘텀,KOSPI,ETF,KR
0137W0,0137W0.KS,KIWOOM 미국S&P500&GOLD,KOSPI,ETF,KR
013870,013870.KS,지엠비코리아,KOSPI,STOCK,KR
013890,013890.KS,지누스,KOSPI,STOCK,KR
0138D0,0138D0.KS,RISE 동학개미,KOSPI,ETF,KR
0138T0,0138T0.KS,RISE 미국S&P500데일리고정커버드콜,KOSPI,ETF,KR
0138Y0,0138Y0.KS,PLUS 금채권혼합,KOSPI,ETF,KR
0139F0,0139F0.KS,TIGER 12월자동연장금융채(AA-이상)액티브,KOSPI,ETF,KR
0139P0,0139P0.KS,ACE 고배당주,KOSPI,ETF,KR
014130,014130.KS,한익스프레스,KOSPI,STOCK,KR
014160,014160.KS,대영포장,KOSPI,STOCK,KR
0141S0,0141S0.KS,SOL 조선기자재,KOSPI,ETF,KR
0141T0,0141T0.KS,SOL 중기종합채권(AA-이상)액티브,KOSPI,ETF,KR
014280,014280.KS,금강공업,KOSPI,STOCK,KR
014285,014285.KS,금강공업우,KOSPI,STOCK,KR
0142D0,0142D0.KS,TIGER 미국AI데이터센터TOP4Plus,KOSPI,ETF,KR
014440,014440.KS,영보화학,KOSPI,STOCK,KR
0144L0,0144L0.KS,KODEX 미국성장커버드콜액티브,KOSPI,ETF,KR
0144M0,0144M0.KS,KODEX 미국드론UAM TOP10,KOSPI,ETF,KR
014530,014530.KS,극동유화,KOSPI,STOCK,KR
014580,014580.KS,태경비케이,KOSPI,STOCK,KR
014680,014680.KS,한솔케미칼,KOSPI,STOCK,KR
014710,014710.KS,사조씨푸드,KOSPI,STOCK,KR
014790,014790.KS,HL D&I,KOSPI,STOCK,KR
014820,014820.KS,동원시스템즈,KOSPI,STOCK,KR
014825,014825.KS,동원시스템즈우,KOSPI,STOCK,KR
014830,014830.KS,유니드,KOSPI,STOCK,KR
0148J0,0148J0.KS,TIGER 코리아휴머노이드로봇산업,KOSPI,ETF,KR
014910,014910.KS,성문전자,KOSPI,STOCK,KR
014915,014915.KS,성문전자우,KOSPI,STOCK,KR
014990,014990.KS,인디에프,KOSPI,STOCK,KR
015020,015020.KS,이스타코,KOSPI,STOCK,KR
0150K0,0150K0.KS,KoAct 수소전력ESS인프라액티브,KOSPI,ETF,KR
0151P0,0151P0.KS,RISE 코리아전략산업액티브,KOSPI,ETF,KR
0151S0,0151S0.KS,KODEX 미국AI반도체TOP3플러스,KOSPI,ETF,KR
015230,015230.KS,대창단조,KOSPI,STOCK,KR
015260,015260.KS,에이엔피,KOSPI,STOCK,KR
0152E0,0152E0.KS,SOL 배당성향탑픽액티브,KOSPI,ETF,KR
015360,015360.KS,INVENI,KOSPI,STOCK,KR
0153K0,0153K0.KS,KODEX 주주환원고배당주,KOSPI,ETF,KR
0153P0,0153P0.KS,ACE 리츠부동산인프라액티브,KOSPI,ETF,KR
0153X0,0153X0.KS,PLUS 미국고배당주액티브,KOSPI,ETF,KR
0154F0,0154F0.KS,WON 초대형IB&금융지주,KOSPI,ETF,KR
0154H0,0154H0.KS,KoAct 차이나바이오헬스케어액티브,KOSPI,ETF,KR
015590,015590.KS,DKME,KOSPI,STOCK,KR
0155M0,0155M0.KS,ACE 미국SMR원자력TOP10,KOSPI,ETF,KR
0155N0,0155N0.KS,HANARO K휴머노이드테마TOP10,KOSPI,ETF,KR
015760,015760.KS,한국전력,KOSPI,STOCK,KR
015860,015860.KS,일진홀딩스,KOSPI,STOCK,KR
015890,015890.KS,태경산업,KOSPI,STOCK,KR
016090,016090.KS,대현,KOSPI,STOCK,KR
0162L0,0162L0.KS,KODEX 차이나AI반도체TOP10,KOSPI,ETF,KR
0162M0,0162M0.KS,KODEX 금융채1~2년(AA-이상)PLUS액티브,KOSPI,ETF,KR
0162Y0,0162Y0.KS,TIME 코스닥액티브,KOSPI,ETF,KR
0162Z0,0162Z0.KS,RISE 삼성전자SK하이닉스채권혼합50,KOSPI,ETF,KR
016360,016360.KS,삼성증권,KOSPI,STOCK,KR
016380,016380.KS,KG스틸,KOSPI,STOCK,KR
0163Y0,0163Y0.KS,KoAct 코스닥액티브,KOSPI,ETF,KR
016450,016450.KS,한세예스24홀딩스,KOSPI,STOCK,KR
0164G0,0164G0.KS,RISE 차이나AI반도체TOP4Plus,KOSPI,ETF,KR
016580,016580.KS,환인제약,KOSPI,STOCK,KR
016590,016590.KS,신대양제지,KOSPI,STOCK,KR
016610,016610.KS,DB증권,KOSPI,STOCK,KR
0166N0,0166N0.KS,PLUS 코스닥150액티브,KOSPI,ETF,KR
0166S0,0166S0.KS,PLUS K제조업핵심기업액티브,KOSPI,ETF,KR
0166T0,0166T0.KS,PLUS 글로벌저작권핵심기업액티브,KOSPI,ETF,KR
016710,016710.KS,대성홀딩스,KOSPI,STOCK,KR
016740,016740.KS,두올,KOSPI,STOCK,KR
0167A0,0167A0.KS,SOL AI반도체TOP2플러스,KOSPI,ETF,KR
0167B0,0167B0.KS,SOL 200타겟위클리커버드콜,KOSPI,ETF,KR
0167Z0,0167Z0.KS,KODEX 미국우주항공,KOSPI,ETF,KR
016800,016800.KS,퍼시스,KOSPI,STOCK,KR
016880,016880.KS,웅진,KOSPI,STOCK,KR
0168K0,0168K0.KS,TIGER 기술이전바이오액티브,KOSPI,ETF,KR
017040,017040.KS,광명전기,KOSPI,STOCK,KR
017180,017180.KS,명문제약,KOSPI,STOCK,KR
0172V0,0172V0.KS,1Q 은액티브,KOSPI,ETF,KR
0172Y0,0172Y0.KS,ACE K수출핵심TOP10산업액티브,KOSPI,ETF,KR
017370,017370.KS,우신시스템,KOSPI,STOCK,KR
017390,017390.KS,서울가스,KOSPI,STOCK,KR
0173Y0,0173Y0.KS,KODEX 미국AI광통신네트워크,KOSPI,ETF,KR
0174B0,0174B0.KS,KoAct 글로벌AI메모리반도체액티브,KOSPI,ETF,KR
0174J0,0174J0.KS,DAISHIN343 오피스리츠플러스,KOSPI,ETF,KR
0174R0,0174R0.KS,KIWOOM 미국성장다우존스,KOSPI,ETF,KR
017550,017550.KS,수산세보틱스,KOSPI,STOCK,KR
017670,017670.KS,SK텔레콤,KOSPI,STOCK,KR
0176E0,0176E0.KS,RISE 미국AI전력인프라액티브,KOSPI,ETF,KR
0176P0,0176P0.KS,FOCUS AI반도체위클리고정커버드콜,KOSPI,ETF,KR
0177A0,0177A0.KS,WON 두산그룹포커스,KOSPI,ETF,KR
0177N0,0177N0.KS,KODEX 삼성전자SK하이닉스채권혼합50,KOSPI,ETF,KR
0177R0,0177R0.KS,TIGER 반도체TOP10커버드콜액티브,KOSPI,ETF,KR
0177X0,0177X0.KS,ACE K휴머노이드로봇산업TOP2+,KOSPI,ETF,KR
017800,017800.KS,현대엘리베이터,KOSPI,STOCK,KR
017810,017810.KS,풀무원,KOSPI,STOCK,KR
017860,017860.KS,DS단석,KOSPI,STOCK,KR
0178H0,0178H0.KS,IBK 미국AI TOP10국채혼합50,KOSPI,ETF,KR
017900,017900.KS,광전자,KOSPI,STOCK,KR
017940,017940.KS,E1,KOSPI,STOCK,KR
017960,017960.KS,한국카본,KOSPI,STOCK,KR
0180V0,0180V0.KS,ACE 미국우주테크액티브,KOSPI,ETF,KR
0181B0,0181B0.KS,HANARO 미국AI메모리반도체TOP4+,KOSPI,ETF,KR
0181L0,0181L0.KS,SOL 미국우주항공TOP10,KOSPI,ETF,KR
018250,018250.KS,애경산업,KOSPI,STOCK,KR
018260,018260.KS,삼성에스디에스,KOSPI,STOCK,KR
0182R0,0182R0.KS,1Q K반도체TOP2+,KOSPI,ETF,KR
0182S0,0182S0.KS,1Q K반도체TOP2채권혼합50,KOSPI,ETF,KR
0183J0,0183J0.KS,TIGER 미국우주테크,KOSPI,ETF,KR
0183V0,0183V0.KS,KIWOOM 삼성전자&SK하이닉스채권혼합50,KOSPI,ETF,KR
018470,018470.KS,조일알미늄,KOSPI,STOCK,KR
0184E0,0184E0.KS,1Q 200채권혼합50액티브,KOSPI,ETF,KR
0184L0,0184L0.KS,PLUS 중기종합채권(A-이상)액티브,KOSPI,ETF,KR
0184N0,0184N0.KS,PLUS 은채권혼합,KOSPI,ETF,KR
0184V0,0184V0.KS,UNICORN 코스닥바이오액티브,KOSPI,ETF,KR
018500,018500.KS,동원금속,KOSPI,STOCK,KR
0185L0,0185L0.KS,TIME 글로벌휴머노이드로봇산업액티브,KOSPI,ETF,KR
018670,018670.KS,SK가스,KOSPI,STOCK,KR
0186L0,0186L0.KS,KoAct 미국로봇피지컬AI액티브,KOSPI,ETF,KR
0186S0,0186S0.KS,1Q 코스닥150채권혼합50액티브,KOSPI,ETF,KR
018880,018880.KS,한온시스템,KOSPI,STOCK,KR
0189B0,0189B0.KS,TIGER 은액티브,KOSPI,ETF,KR
0190C0,0190C0.KS,RISE 현대차고정피지컬AI,KOSPI,ETF,KR
0190G0,0190G0.KS,KODEX 반도체타겟위클리커버드콜,KOSPI,ETF,KR
0190M0,0190M0.KS,KIWOOM 미국AI테크하이베타,KOSPI,ETF,KR
0190Y0,0190Y0.KS,TIGER 구글밸류체인,KOSPI,ETF,KR
019170,019170.KS,신풍제약,KOSPI,STOCK,KR
019175,019175.KS,신풍제약우,KOSPI,STOCK,KR
019180,019180.KS,티에이치엔,KOSPI,STOCK,KR
0191B0,0191B0.KS,MIDAS 코스닥액티브,KOSPI,ETF,KR
0191S0,0191S0.KS,IBK 코스닥150,KOSPI,ETF,KR
0191W0,0191W0.KS,HANARO 중기종합채권(A-이상)액티브,KOSPI,ETF,KR
0192L0,0192L0.KS,RISE SK하이닉스단일종목레버리지,KOSPI,ETF,KR
0192M0,0192M0.KS,RISE 삼성전자단일종목레버리지,KOSPI,ETF,KR
0192S0,0192S0.KS,SOL 코스피200채권혼합50,KOSPI,ETF,KR
0192T0,0192T0.KS,SOL 코스닥TOP10,KOSPI,ETF,KR
0192Z0,0192Z0.KS,TIGER 중기종합채권(A-이상)액티브,KOSPI,ETF,KR
0193G0,0193G0.KS,KoAct 코스피액티브,KOSPI,ETF,KR
0193K0,0193K0.KS,PLUS 삼성전자단일종목레버리지,KOSPI,ETF,KR
0193L0,0193L0.KS,PLUS 삼성전자선물단일종목인버스2X,KOSPI,ETF,KR
0193T0,0193T0.KS,KODEX SK하이닉스단일종목레버리지,KOSPI,ETF,KR
0193W0,0193W0.KS,KODEX 삼성전자단일종목레버리지,KOSPI,ETF,KR
019490,019490.KS,엑시큐어하이트론,KOSPI,STOCK,KR
0194M0,0194M0.KS,ACE 삼성전자단일종목레버리지,KOSPI,ETF,KR
0194N0,0194N0.KS,KIWOOM 삼성전자선물단일종목레버리지,KOSPI,ETF,KR
0194R0,0194R0.KS,KIWOOM SK하이닉스선물단일종목레버리지,KOSPI,ETF,KR
0194T0,0194T0.KS,ACE SK하이닉스단일종목레버리지,KOSPI,ETF,KR
0195R0,0195R0.KS,TIGER 삼성전자단일종목레버리지,KOSPI,ETF,KR
0195S0,0195S0.KS,TIGER SK하이닉스단일종목레버리지,KOSPI,ETF,KR
019680,019680.KS,대교,KOSPI,STOCK,KR
019685,019685.KS,대교우B,KOSPI,STOCK,KR
0197W0,0197W0.KS,SOL SK하이닉스단일종목레버리지,KOSPI,ETF,KR
0197X0,0197X0.KS,SOL SK하이닉스선물단일종목인버스2X,KOSPI,ETF,KR
0198B0,0198B0.KS,1Q 삼성전자선물단일종목레버리지,KOSPI,ETF,KR
0198D0,0198D0.KS,1Q SK하이닉스선물단일종목레버리지,KOSPI,ETF,KR
020000,020000.KS,한섬,KOSPI,STOCK,KR
020120,020120.KS,키다리스튜디오,KOSPI,STOCK,KR
020150,020150.KS,롯데에너지머티리얼즈,KOSPI,STOCK,KR
020560,020560.KS,아시아나항공,KOSPI,STOCK,KR
020760,020760.KS,일진디스플,KOSPI,STOCK,KR
021050,021050.KS,서원,KOSPI,STOCK,KR
021240,021240.KS,코웨이,KOSPI,STOCK,KR
021820,021820.KS,세원정공,KOSPI,STOCK,KR
022100,022100.KS,포스코DX,KOSPI,STOCK,KR
023000,023000.KS,삼원강재,KOSPI,STOCK,KR
023150,023150.KS,MH에탄올,KOSPI,STOCK,KR
023350,023350.KS,한국종합기술,KOSPI,STOCK,KR
023450,023450.KS,동남합성,KOSPI,STOCK,KR
023530,023530.KS,롯데쇼핑,KOSPI,STOCK,KR
023590,023590.KS,다우기술,KOSPI,STOCK,KR
023800,023800.KS,인지컨트롤스,KOSPI,STOCK,KR
023810,023810.KS,인팩,KOSPI,STOCK,KR
