symbol,yahoo_symbol,asset_name,market,asset_type,country
256840,256840.KQ,한국비엔씨,KOSDAQ,STOCK,KR
256940,256940.KQ,킵스파마,KOSDAQ,STOCK,KR
257370,257370.KQ,피엔티엠에스,KOSDAQ,STOCK,KR
257720,257720.KQ,실리콘투,KOSDAQ,STOCK,KR
258610,258610.KQ,케일럼,KOSDAQ,STOCK,KR
258790,258790.KQ,소프트캠프,KOSDAQ,STOCK,KR
258830,258830.KQ,세종메디칼,KOSDAQ,STOCK,KR
259630,259630.KQ,엠플러스,KOSDAQ,STOCK,KR
260660,260660.KQ,알리코제약,KOSDAQ,STOCK,KR
260930,260930.KQ,씨티케이,KOSDAQ,STOCK,KR
260970,260970.KQ,에스앤디,KOSDAQ,STOCK,KR
261200,261200.KQ,덴티스,KOSDAQ,STOCK,KR
261520,261520.KQ,이지스,KOSDAQ,STOCK,KR
261780,261780.KQ,차백신연구소,KOSDAQ,STOCK,KR
262260,262260.KQ,에이프로,KOSDAQ,STOCK,KR
262840,262840.KQ,아이퀘스트,KOSDAQ,STOCK,KR
263020,263020.KQ,디케이앤디,KOSDAQ,STOCK,KR
263050,263050.KQ,유틸렉스,KOSDAQ,STOCK,KR
263600,263600.KQ,덕우전자,KOSDAQ,STOCK,KR
263690,263690.KQ,디알젬,KOSDAQ,STOCK,KR
263700,263700.KQ,케어랩스,KOSDAQ,STOCK,KR
263720,263720.KQ,디앤씨미디어,KOSDAQ,STOCK,KR
263750,263750.KQ,펄어비스,KOSDAQ,STOCK,KR
263770,263770.KQ,유에스티,KOSDAQ,STOCK,KR
263800,263800.KQ,데이타솔루션,KOSDAQ,STOCK,KR
263810,263810.KQ,상신전자,KOSDAQ,STOCK,KR
263860,263860.KQ,지니언스,KOSDAQ,STOCK,KR
263920,263920.KQ,휴엠앤씨,KOSDAQ,STOCK,KR
264450,264450.KQ,유비쿼스,KOSDAQ,STOCK,KR
264660,264660.KQ,씨앤지하이테크,KOSDAQ,STOCK,KR
264850,264850.KQ,이랜시스,KOSDAQ,STOCK,KR
265520,265520.KQ,AP시스템,KOSDAQ,STOCK,KR
265560,265560.KQ,영화테크,KOSDAQ,STOCK,KR
265740,265740.KQ,엔에프씨,KOSDAQ,STOCK,KR
267320,267320.KQ,나인테크,KOSDAQ,STOCK,KR
267790,267790.KQ,배럴,KOSDAQ,STOCK,KR
267980,267980.KQ,매일유업,KOSDAQ,STOCK,KR
269620,269620.KQ,시스웍,KOSDAQ,STOCK,KR
270520,270520.KQ,앱튼,KOSDAQ,STOCK,KR
270660,270660.KQ,에브리봇,KOSDAQ,STOCK,KR
270870,270870.KQ,뉴트리,KOSDAQ,STOCK,KR
271830,271830.KQ,팸텍,KOSDAQ,STOCK,KR
272110,272110.KQ,케이엔제이,KOSDAQ,STOCK,KR
272290,272290.KQ,이녹스첨단소재,KOSDAQ,STOCK,KR
273060,273060.KQ,와이즈버즈,KOSDAQ,STOCK,KR
273640,273640.KQ,와이엠텍,KOSDAQ,STOCK,KR
274090,274090.KQ,켄코아에어로스페이스,KOSDAQ,STOCK,KR
274400,274400.KQ,이노시뮬레이션,KOSDAQ,STOCK,KR
275630,275630.KQ,에스에스알,KOSDAQ,STOCK,KR
276040,276040.KQ,스코넥,KOSDAQ,STOCK,KR
276730,276730.KQ,한울앤제주,KOSDAQ,STOCK,KR
277070,277070.KQ,린드먼아시아,KOSDAQ,STOCK,KR
277410,277410.KQ,인산가,KOSDAQ,STOCK,KR
277810,277810.KQ,레인보우로보틱스,KOSDAQ,STOCK,KR
277880,277880.KQ,티에스아이,KOSDAQ,STOCK,KR
278280,278280.KQ,천보,KOSDAQ,STOCK,KR
278650,278650.KQ,HLB바이오스텝,KOSDAQ,STOCK,KR
279600,279600.KQ,미디어젠,KOSDAQ,STOCK,KR
281740,281740.KQ,레이크머티리얼즈,KOSDAQ,STOCK,KR
282720,282720.KQ,금양그린파워,KOSDAQ,STOCK,KR
282880,282880.KQ,코윈테크,KOSDAQ,STOCK,KR
284620,284620.KQ,카이노스메드,KOSDAQ,STOCK,KR
285490,285490.KQ,노바텍,KOSDAQ,STOCK,KR
285800,285800.KQ,진영,KOSDAQ,STOCK,KR
286750,286750.KQ,나노실리칸첨단소재,KOSDAQ,STOCK,KR
287840,287840.KQ,인투셀,KOSDAQ,STOCK,KR
288180,288180.KQ,케이피항공산업,KOSDAQ,STOCK,KR
288330,288330.KQ,파라택시스코리아,KOSDAQ,STOCK,KR
288620,288620.KQ,에스프리즘,KOSDAQ,STOCK,KR
288980,288980.KQ,모아데이타,KOSDAQ,STOCK,KR
289010,289010.KQ,아이스크림에듀,KOSDAQ,STOCK,KR
289080,289080.KQ,SV인베스트먼트,KOSDAQ,STOCK,KR
289220,289220.KQ,자이언트스텝,KOSDAQ,STOCK,KR
289930,289930.KQ,웨이비스,KOSDAQ,STOCK,KR
290090,290090.KQ,트윔,KOSDAQ,STOCK,KR
290120,290120.KQ,DH오토리드,KOSDAQ,STOCK,KR
290270,290270.KQ,휴네시온,KOSDAQ,STOCK,KR
290520,290520.KQ,신도기연,KOSDAQ,STOCK,KR
290550,290550.KQ,디케이티,KOSDAQ,STOCK,KR
290560,290560.KQ,파라택시스이더리움,KOSDAQ,STOCK,KR
290650,290650.KQ,엘앤씨바이오,KOSDAQ,STOCK,KR
290660,290660.KQ,다이나믹솔루션,KOSDAQ,STOCK,KR
290670,290670.KQ,대보마그네틱,KOSDAQ,STOCK,KR
290690,290690.KQ,소룩스,KOSDAQ,STOCK,KR
290720,290720.KQ,푸드나무,KOSDAQ,STOCK,KR
290740,290740.KQ,액트로,KOSDAQ,STOCK,KR
291230,291230.KQ,엔피,KOSDAQ,STOCK,KR
291650,291650.KQ,압타머사이언스,KOSDAQ,STOCK,KR
291810,291810.KQ,핀텔,KOSDAQ,STOCK,KR
293490,293490.KQ,카카오게임즈,KOSDAQ,STOCK,KR
293580,293580.KQ,나우IB,KOSDAQ,STOCK,KR
293780,293780.KQ,압타바이오,KOSDAQ,STOCK,KR
294090,294090.KQ,이오플로우,KOSDAQ,STOCK,KR
294140,294140.KQ,레몬,KOSDAQ,STOCK,KR
294570,294570.KQ,쿠콘,KOSDAQ,STOCK,KR
294630,294630.KQ,서남,KOSDAQ,STOCK,KR
295310,295310.KQ,에이치브이엠,KOSDAQ,STOCK,KR
296640,296640.KQ,이노에이엑스,KOSDAQ,STOCK,KR
297090,297090.KQ,씨에스베어링,KOSDAQ,STOCK,KR
297570,297570.KQ,알로이스,KOSDAQ,STOCK,KR
297890,297890.KQ,HB솔루션,KOSDAQ,STOCK,KR
298060,298060.KQ,풍전약품,KOSDAQ,STOCK,KR
298380,298380.KQ,에이비엘바이오,KOSDAQ,STOCK,KR
298540,298540.KQ,더네이쳐홀딩스,KOSDAQ,STOCK,KR
298830,298830.KQ,슈어소프트테크,KOSDAQ,STOCK,KR
299030,299030.KQ,하나기술,KOSDAQ,STOCK,KR
299170,299170.KQ,더블유에스아이,KOSDAQ,STOCK,KR
299660,299660.KQ,셀리드,KOSDAQ,STOCK,KR
299900,299900.KQ,위지윅스튜디오,KOSDAQ,STOCK,KR
300080,300080.KQ,플리토,KOSDAQ,STOCK,KR
300120,300120.KQ,라온피플,KOSDAQ,STOCK,KR
301300,301300.KQ,바이브컴퍼니,KOSDAQ,STOCK,KR
302430,302430.KQ,이노메트리,KOSDAQ,STOCK,KR
302550,302550.KQ,리메드,KOSDAQ,STOCK,KR
303030,303030.KQ,지니틱스,KOSDAQ,STOCK,KR
303360,303360.KQ,프로티아,KOSDAQ,STOCK,KR
303530,303530.KQ,이노뎁,KOSDAQ,STOCK,KR
303810,303810.KQ,동국생명과학,KOSDAQ,STOCK,KR
304100,304100.KQ,솔트룩스,KOSDAQ,STOCK,KR
304360,304360.KQ,에스바이오메딕스,KOSDAQ,STOCK,KR
304840,304840.KQ,피플바이오,KOSDAQ,STOCK,KR
305090,305090.KQ,마이크로디지탈,KOSDAQ,STOCK,KR
306040,306040.KQ,에스제이그룹,KOSDAQ,STOCK,KR
306620,306620.KQ,지아이에스,KOSDAQ,STOCK,KR
307180,307180.KQ,아이엘,KOSDAQ,STOCK,KR
307280,307280.KQ,원바이오젠,KOSDAQ,STOCK,KR
307750,307750.KQ,국전,KOSDAQ,STOCK,KR
307870,307870.KQ,비투엔,KOSDAQ,STOCK,KR
307930,307930.KQ,컴퍼니케이,KOSDAQ,STOCK,KR
308080,308080.KQ,바이젠셀,KOSDAQ,STOCK,KR
308100,308100.KQ,형지글로벌,KOSDAQ,STOCK,KR
308430,308430.KQ,셀비온,KOSDAQ,STOCK,KR
309710,309710.KQ,아이티켐,KOSDAQ,STOCK,KR
309930,309930.KQ,조이웍스앤코,KOSDAQ,STOCK,KR
309960,309960.KQ,LB인베스트먼트,KOSDAQ,STOCK,KR
310200,310200.KQ,애니플러스,KOSDAQ,STOCK,KR
310210,310210.KQ,보로노이,KOSDAQ,STOCK,KR
310870,310870.KQ,디와이씨,KOSDAQ,STOCK,KR
311320,311320.KQ,지오엘리먼트,KOSDAQ,STOCK,KR
311390,311390.KQ,네오크레마,KOSDAQ,STOCK,KR
311690,311690.KQ,CJ 바이오사이언스,KOSDAQ,STOCK,KR
312610,312610.KQ,에이에프더블류,KOSDAQ,STOCK,KR
313760,313760.KQ,캐리,KOSDAQ,STOCK,KR
314130,314130.KQ,지놈앤컴퍼니,KOSDAQ,STOCK,KR
314140,314140.KQ,알피바이오,KOSDAQ,STOCK,KR
314930,314930.KQ,바이오다인,KOSDAQ,STOCK,KR
315640,315640.KQ,딥노이드,KOSDAQ,STOCK,KR
317120,317120.KQ,라닉스,KOSDAQ,STOCK,KR
317240,317240.KQ,TS트릴리온,KOSDAQ,STOCK,KR
317330,317330.KQ,덕산테코피아,KOSDAQ,STOCK,KR
317530,317530.KQ,에피소드컴퍼니,KOSDAQ,STOCK,KR
317690,317690.KQ,퀀타매트릭스,KOSDAQ,STOCK,KR
317770,317770.KQ,엑스페릭스,KOSDAQ,STOCK,KR
317830,317830.KQ,에스피시스템스,KOSDAQ,STOCK,KR
317850,317850.KQ,대모,KOSDAQ,STOCK,KR
317870,317870.KQ,엔바이오니아,KOSDAQ,STOCK,KR
318000,318000.KQ,KBG,KOSDAQ,STOCK,KR
318010,318010.KQ,팜스빌,KOSDAQ,STOCK,KR
318020,318020.KQ,포인트모바일,KOSDAQ,STOCK,KR
318060,318060.KQ,그래피,KOSDAQ,STOCK,KR
318160,318160.KQ,셀바이오휴먼텍,KOSDAQ,STOCK,KR
318410,318410.KQ,비비씨,KOSDAQ,STOCK,KR
319400,319400.KQ,현대무벡스,KOSDAQ,STOCK,KR
319660,319660.KQ,피에스케이,KOSDAQ,STOCK,KR
320000,320000.KQ,한울반도체,KOSDAQ,STOCK,KR
321260,321260.KQ,프로이천,KOSDAQ,STOCK,KR
321370,321370.KQ,센서뷰,KOSDAQ,STOCK,KR
321550,321550.KQ,티움바이오,KOSDAQ,STOCK,KR
321820,321820.KQ,아티스트컴퍼니,KOSDAQ,STOCK,KR
322180,322180.KQ,LS티라유텍,KOSDAQ,STOCK,KR
322310,322310.KQ,오로스테크놀로지,KOSDAQ,STOCK,KR
322510,322510.KQ,제이엘케이,KOSDAQ,STOCK,KR
322780,322780.KQ,코퍼스코리아,KOSDAQ,STOCK,KR
323280,323280.KQ,태성,KOSDAQ,STOCK,KR
323350,323350.KQ,다원넥스뷰,KOSDAQ,STOCK,KR
323990,323990.KQ,박셀바이오,KOSDAQ,STOCK,KR
327260,327260.KQ,RF머트리얼즈,KOSDAQ,STOCK,KR
328130,328130.KQ,루닛,KOSDAQ,STOCK,KR
328380,328380.KQ,솔트웨어,KOSDAQ,STOCK,KR
330350,330350.KQ,위더스제약,KOSDAQ,STOCK,KR
330730,330730.KQ,스톤브릿지벤처스,KOSDAQ,STOCK,KR
330860,330860.KQ,네패스아크,KOSDAQ,STOCK,KR
331380,331380.KQ,포커스에이아이,KOSDAQ,STOCK,KR
331520,331520.KQ,밸로프,KOSDAQ,STOCK,KR
331740,331740.KQ,아우토크립트,KOSDAQ,STOCK,KR
331920,331920.KQ,셀레믹스,KOSDAQ,STOCK,KR
332290,332290.KQ,누보,KOSDAQ,STOCK,KR
332370,332370.KQ,아이디피,KOSDAQ,STOCK,KR
332570,332570.KQ,PS일렉트로닉스,KOSDAQ,STOCK,KR
333050,333050.KQ,이노테나,KOSDAQ,STOCK,KR
333430,333430.KQ,일승,KOSDAQ,STOCK,KR
333620,333620.KQ,엔시스,KOSDAQ,STOCK,KR
334970,334970.KQ,프레스티지바이오로직스,KOSDAQ,STOCK,KR
335810,335810.KQ,프리시젼바이오,KOSDAQ,STOCK,KR
335870,335870.KQ,윙스풋,KOSDAQ,STOCK,KR
336060,336060.KQ,웨이버스,KOSDAQ,STOCK,KR
336570,336570.KQ,원텍,KOSDAQ,STOCK,KR
336680,336680.KQ,탑런토탈솔루션,KOSDAQ,STOCK,KR
337930,337930.KQ,젝시믹스,KOSDAQ,STOCK,KR
338220,338220.KQ,뷰노,KOSDAQ,STOCK,KR
338840,338840.KQ,와이바이오로직스,KOSDAQ,STOCK,KR
339950,339950.KQ,아이비김영,KOSDAQ,STOCK,KR
340360,340360.KQ,다보링크,KOSDAQ,STOCK,KR
340440,340440.KQ,세림B&G,KOSDAQ,STOCK,KR
340450,340450.KQ,지씨지놈,KOSDAQ,STOCK,KR
340570,340570.KQ,티앤엘,KOSDAQ,STOCK,KR
340810,340810.KQ,시선AI,KOSDAQ,STOCK,KR
340930,340930.KQ,유일에너테크,KOSDAQ,STOCK,KR
342870,342870.KQ,오아,KOSDAQ,STOCK,KR
344860,344860.KQ,이노진,KOSDAQ,STOCK,KR
347000,347000.KQ,센코,KOSDAQ,STOCK,KR
347700,347700.KQ,스피어,KOSDAQ,STOCK,KR
347740,347740.KQ,피엔케이피부임상연구센타,KOSDAQ,STOCK,KR
347770,347770.KQ,핌스,KOSDAQ,STOCK,KR
347850,347850.KQ,디앤디파마텍,KOSDAQ,STOCK,KR
347860,347860.KQ,알체라,KOSDAQ,STOCK,KR
347890,347890.KQ,엠엑스온,KOSDAQ,STOCK,KR
348030,348030.KQ,모비릭스,KOSDAQ,STOCK,KR
348080,348080.KQ,큐라티스,KOSDAQ,STOCK,KR
348150,348150.KQ,고바이오랩,KOSDAQ,STOCK,KR
348210,348210.KQ,넥스틴,KOSDAQ,STOCK,KR
348340,348340.KQ,뉴로메카,KOSDAQ,STOCK,KR
348350,348350.KQ,위드텍,KOSDAQ,STOCK,KR
348370,348370.KQ,엔켐,KOSDAQ,STOCK,KR
351320,351320.KQ,넥사다이내믹스,KOSDAQ,STOCK,KR
351330,351330.KQ,이삭엔지니어링,KOSDAQ,STOCK,KR
351870,351870.KQ,차이커뮤니케이션,KOSDAQ,STOCK,KR
352090,352090.KQ,스톰테크,KOSDAQ,STOCK,KR
352480,352480.KQ,씨앤씨인터내셔널,KOSDAQ,STOCK,KR
352700,352700.KQ,씨앤투스,KOSDAQ,STOCK,KR
352770,352770.KQ,셀레스트라,KOSDAQ,STOCK,KR
352910,352910.KQ,오비고,KOSDAQ,STOCK,KR
352940,352940.KQ,인바이오,KOSDAQ,STOCK,KR
353190,353190.KQ,휴럼,KOSDAQ,STOCK,KR
353590,353590.KQ,오토앤,KOSDAQ,STOCK,KR
353810,353810.KQ,이지바이오,KOSDAQ,STOCK,KR
354200,354200.KQ,엔젠바이오,KOSDAQ,STOCK,KR
354320,354320.KQ,알멕,KOSDAQ,STOCK,KR
355150,355150.KQ,코스텍시스,KOSDAQ,STOCK,KR
355390,355390.KQ,크라우드웍스,KOSDAQ,STOCK,KR
355690,355690.KQ,에이텀,KOSDAQ,STOCK,KR
356680,356680.KQ,엑스게이트,KOSDAQ,STOCK,KR
356860,356860.KQ,티엘비,KOSDAQ,STOCK,KR
356890,356890.KQ,싸이버원,KOSDAQ,STOCK,KR
357230,357230.KQ,에이치피오,KOSDAQ,STOCK,KR
357550,357550.KQ,석경에이티,KOSDAQ,STOCK,KR
357580,357580.KQ,아모센스,KOSDAQ,STOCK,KR
357780,357780.KQ,솔브레인,KOSDAQ,STOCK,KR
357880,357880.KQ,SKAI,KOSDAQ,STOCK,KR
358570,358570.KQ,지아이이노베이션,KOSDAQ,STOCK,KR
359090,359090.KQ,씨엔알리서치,KOSDAQ,STOCK,KR
360070,360070.KQ,탑머티리얼,KOSDAQ,STOCK,KR
360350,360350.KQ,코셈,KOSDAQ,STOCK,KR
361390,361390.KQ,제노코,KOSDAQ,STOCK,KR
361570,361570.KQ,알비더블유,KOSDAQ,STOCK,KR
361670,361670.KQ,삼영에스앤씨,KOSDAQ,STOCK,KR
362320,362320.KQ,청담글로벌,KOSDAQ,STOCK,KR
362990,362990.KQ,드림인사이트,KOSDAQ,STOCK,KR
363250,363250.KQ,진시스템,KOSDAQ,STOCK,KR
363260,363260.KQ,모비데이즈,KOSDAQ,STOCK,KR
364950,364950.KQ,에이아이코리아,KOSDAQ,STOCK,KR
365270,365270.KQ,큐라클,KOSDAQ,STOCK,KR
365330,365330.KQ,에스와이스틸텍,KOSDAQ,STOCK,KR
365340,365340.KQ,성일하이텍,KOSDAQ,STOCK,KR
365590,365590.KQ,하이딥,KOSDAQ,STOCK,KR
365900,365900.KQ,브이씨,KOSDAQ,STOCK,KR
366030,366030.KQ,공구우먼,KOSDAQ,STOCK,KR
367000,367000.KQ,플래티어,KOSDAQ,STOCK,KR
368600,368600.KQ,아이씨에이치,KOSDAQ,STOCK,KR
368770,368770.KQ,파이버프로,KOSDAQ,STOCK,KR
368970,368970.KQ,오에스피,KOSDAQ,STOCK,KR
369370,369370.KQ,블리츠웨이엔터테인먼트,KOSDAQ,STOCK,KR
370090,370090.KQ,퓨런티어,KOSDAQ,STOCK,KR
371950,371950.KQ,풍원정밀,KOSDAQ,STOCK,KR
372170,372170.KQ,윤성에프앤씨,KOSDAQ,STOCK,KR
372320,372320.KQ,큐로셀,KOSDAQ,STOCK,KR
372800,372800.KQ,아이티아이즈,KOSDAQ,STOCK,KR
373110,373110.KQ,엑셀세라퓨틱스,KOSDAQ,STOCK,KR
373160,373160.KQ,데이원컴퍼니,KOSDAQ,STOCK,KR
373170,373170.KQ,엠아이큐브솔루션,KOSDAQ,STOCK,KR
373200,373200.KQ,엑스플러스,KOSDAQ,STOCK,KR
376180,376180.KQ,피코그램,KOSDAQ,STOCK,KR
376270,376270.KQ,HEM파마,KOSDAQ,STOCK,KR
376290,376290.KQ,씨유테크,KOSDAQ,STOCK,KR
376300,376300.KQ,디어유,KOSDAQ,STOCK,KR
376900,376900.KQ,로킷헬스케어,KOSDAQ,STOCK,KR
376930,376930.KQ,노을,KOSDAQ,STOCK,KR
376980,376980.KQ,원티드랩,KOSDAQ,STOCK,KR
377030,377030.KQ,비트맥스,KOSDAQ,STOCK,KR
377220,377220.KQ,프롬바이오,KOSDAQ,STOCK,KR
377330,377330.KQ,이지트로닉스,KOSDAQ,STOCK,KR
377450,377450.KQ,리파인,KOSDAQ,STOCK,KR
377460,377460.KQ,큐에이드,KOSDAQ,STOCK,KR
377480,377480.KQ,마음AI,KOSDAQ,STOCK,KR
378340,378340.KQ,필에너지,KOSDAQ,STOCK,KR
378800,378800.KQ,샤페론,KOSDAQ,STOCK,KR
380540,380540.KQ,옵티코어,KOSDAQ,STOCK,KR
380550,380550.KQ,뉴로핏,KOSDAQ,STOCK,KR
381620,381620.KQ,제닉스로보틱스,KOSDAQ,STOCK,KR
382150,382150.KQ,온코크로스,KOSDAQ,STOCK,KR
382480,382480.KQ,지아이텍,KOSDAQ,STOCK,KR
382800,382800.KQ,지앤비에스 에코,KOSDAQ,STOCK,KR
382840,382840.KQ,원준,KOSDAQ,STOCK,KR
382900,382900.KQ,범한퓨얼셀,KOSDAQ,STOCK,KR
383310,383310.KQ,에코프로에이치엔,KOSDAQ,STOCK,KR
383930,383930.KQ,디티앤씨알오,KOSDAQ,STOCK,KR
384470,384470.KQ,코어라인소프트,KOSDAQ,STOCK,KR
387570,387570.KQ,파인메딕스,KOSDAQ,STOCK,KR
388050,388050.KQ,지투파워,KOSDAQ,STOCK,KR
388210,388210.KQ,씨엠티엑스,KOSDAQ,STOCK,KR
388610,388610.KQ,지에프씨생명과학,KOSDAQ,STOCK,KR
388720,388720.KQ,유일로보틱스,KOSDAQ,STOCK,KR
388790,388790.KQ,라이콤,KOSDAQ,STOCK,KR
388870,388870.KQ,파로스아이바이오,KOSDAQ,STOCK,KR
389020,389020.KQ,자람테크놀로지,KOSDAQ,STOCK,KR
389030,389030.KQ,지니너스,KOSDAQ,STOCK,KR
389140,389140.KQ,포바이포,KOSDAQ,STOCK,KR
389260,389260.KQ,대명에너지,KOSDAQ,STOCK,KR
389470,389470.KQ,인벤티지랩,KOSDAQ,STOCK,KR
389500,389500.KQ,에스비비테크,KOSDAQ,STOCK,KR
389650,389650.KQ,넥스트바이오메디컬,KOSDAQ,STOCK,KR
389680,389680.KQ,유디엠텍,KOSDAQ,STOCK,KR
391710,391710.KQ,코닉오토메이션,KOSDAQ,STOCK,KR
393210,393210.KQ,토마토시스템,KOSDAQ,STOCK,KR
393890,393890.KQ,더블유씨피,KOSDAQ,STOCK,KR
393970,393970.KQ,대진첨단소재,KOSDAQ,STOCK,KR
394280,394280.KQ,오픈엣지테크놀로지,KOSDAQ,STOCK,KR
394420,394420.KQ,리센스메디컬,KOSDAQ,STOCK,KR
394800,394800.KQ,쓰리빌리언,KOSDAQ,STOCK,KR
396270,396270.KQ,넥스트칩,KOSDAQ,STOCK,KR
396300,396300.KQ,세아메카닉스,KOSDAQ,STOCK,KR
396470,396470.KQ,워트,KOSDAQ,STOCK,KR
397030,397030.KQ,에이프릴바이오,KOSDAQ,STOCK,KR
397810,397810.KQ,애드포러스,KOSDAQ,STOCK,KR
398120,398120.KQ,에스지헬스케어,KOSDAQ,STOCK,KR
399720,399720.KQ,가온칩스,KOSDAQ,STOCK,KR
402030,402030.KQ,코난테크놀로지,KOSDAQ,STOCK,KR
402490,402490.KQ,그린리소스,KOSDAQ,STOCK,KR
403490,403490.KQ,우듬지팜,KOSDAQ,STOCK,KR
403850,403850.KQ,더핑크퐁컴퍼니,KOSDAQ,STOCK,KR
403870,403870.KQ,HPSP,KOSDAQ,STOCK,KR
405000,405000.KQ,플라즈맵,KOSDAQ,STOCK,KR
405100,405100.KQ,큐알티,KOSDAQ,STOCK,KR
405920,405920.KQ,나라셀라,KOSDAQ,STOCK,KR
406820,406820.KQ,뷰티스킨,KOSDAQ,STOCK,KR
407400,407400.KQ,꿈비,KOSDAQ,STOCK,KR
408470,408470.KQ,한패스,KOSDAQ,STOCK,KR
408900,408900.KQ,스튜디오미르,KOSDAQ,STOCK,KR
408920,408920.KQ,메쎄이상,KOSDAQ,STOCK,KR
411080,411080.KQ,샌즈랩,KOSDAQ,STOCK,KR
412350,412350.KQ,레이저쎌,KOSDAQ,STOCK,KR
412540,412540.KQ,제일엠앤에스,KOSDAQ,STOCK,KR
413390,413390.KQ,엠오티,KOSDAQ,STOCK,KR
413630,413630.KQ,씨피시스템,KOSDAQ,STOCK,KR
413640,413640.KQ,비아이매트릭스,KOSDAQ,STOCK,KR
415380,415380.KQ,스튜디오삼익,KOSDAQ,STOCK,KR
416180,416180.KQ,신성에스티,KOSDAQ,STOCK,KR
417010,417010.KQ,나노팀,KOSDAQ,STOCK,KR
417180,417180.KQ,핑거스토리,KOSDAQ,STOCK,KR
417200,417200.KQ,LS머트리얼즈,KOSDAQ,STOCK,KR
417500,417500.KQ,제이아이테크,KOSDAQ,STOCK,KR
417790,417790.KQ,트루엔,KOSDAQ,STOCK,KR
417840,417840.KQ,저스템,KOSDAQ,STOCK,KR
417860,417860.KQ,오브젠,KOSDAQ,STOCK,KR
417970,417970.KQ,모델솔루션,KOSDAQ,STOCK,KR
418250,418250.KQ,시큐레터,KOSDAQ,STOCK,KR
418420,418420.KQ,라온텍,KOSDAQ,STOCK,KR
418470,418470.KQ,KT밀리의서재,KOSDAQ,STOCK,KR
418550,418550.KQ,제이오,KOSDAQ,STOCK,KR
418620,418620.KQ,E8,KOSDAQ,STOCK,KR
419050,419050.KQ,삼기에너지솔루션즈,KOSDAQ,STOCK,KR
419080,419080.KQ,엔젯,KOSDAQ,STOCK,KR
419120,419120.KQ,산돌,KOSDAQ,STOCK,KR
419530,419530.KQ,SAMG엔터,KOSDAQ,STOCK,KR
419540,419540.KQ,비스토스,KOSDAQ,STOCK,KR
420570,420570.KQ,제이투케이바이오,KOSDAQ,STOCK,KR
420770,420770.KQ,기가비스,KOSDAQ,STOCK,KR
424760,424760.KQ,벨로크,KOSDAQ,STOCK,KR
424870,424870.KQ,이뮨온시아,KOSDAQ,STOCK,KR
424960,424960.KQ,스마트레이더시스템,KOSDAQ,STOCK,KR
424980,424980.KQ,마이크로투나노,KOSDAQ,STOCK,KR
425040,425040.KQ,티이엠씨,KOSDAQ,STOCK,KR
425420,425420.KQ,티에프이,KOSDAQ,STOCK,KR
429270,429270.KQ,시지트로닉스,KOSDAQ,STOCK,KR
430690,430690.KQ,한싹,KOSDAQ,STOCK,KR
431190,431190.KQ,케이쓰리아이,KOSDAQ,STOCK,KR
432430,432430.KQ,와이랩,KOSDAQ,STOCK,KR
432470,432470.KQ,케이엔에스,KOSDAQ,STOCK,KR
432720,432720.KQ,퀄리타스반도체,KOSDAQ,STOCK,KR
432980,432980.KQ,엠에프씨,KOSDAQ,STOCK,KR
434480,434480.KQ,모니터랩,KOSDAQ,STOCK,KR
435570,435570.KQ,에르코스,KOSDAQ,STOCK,KR
437730,437730.KQ,삼현,KOSDAQ,STOCK,KR
438700,438700.KQ,버넥트,KOSDAQ,STOCK,KR
439090,439090.KQ,마녀공장,KOSDAQ,STOCK,KR
439580,439580.KQ,블루엠텍,KOSDAQ,STOCK,KR
439960,439960.KQ,코스모로보틱스,KOSDAQ,STOCK,KR
440110,440110.KQ,파두,KOSDAQ,STOCK,KR
440290,440290.KQ,HB인베스트먼트,KOSDAQ,STOCK,KR
440320,440320.KQ,오픈놀,KOSDAQ,STOCK,KR
441270,441270.KQ,파인엠텍,KOSDAQ,STOCK,KR
443250,443250.KQ,레뷰코퍼레이션,KOSDAQ,STOCK,KR
443670,443670.KQ,에스피소프트,KOSDAQ,STOCK,KR
444530,444530.KQ,심플랫폼,KOSDAQ,STOCK,KR
445090,445090.KQ,에이직랜드,KOSDAQ,STOCK,KR
445180,445180.KQ,퓨릿,KOSDAQ,STOCK,KR
445680,445680.KQ,큐리옥스바이오시스템즈,KOSDAQ,STOCK,KR
446540,446540.KQ,메가터치,KOSDAQ,STOCK,KR
446840,446840.KQ,지슨,KOSDAQ,STOCK,KR
448280,448280.KQ,에코아이,KOSDAQ,STOCK,KR
448710,448710.KQ,코츠테크놀로지,KOSDAQ,STOCK,KR
448900,448900.KQ,한국피아이엠,KOSDAQ,STOCK,KR
450330,450330.KQ,하스,KOSDAQ,STOCK,KR
450520,450520.KQ,인스웨이브,KOSDAQ,STOCK,KR
450950,450950.KQ,아스테라시스,KOSDAQ,STOCK,KR
451220,451220.KQ,아이엠티,KOSDAQ,STOCK,KR
451250,451250.KQ,삐아,KOSDAQ,STOCK,KR
451700,451700.KQ,엔에이치스팩29호,KOSDAQ,STOCK,KR
451760,451760.KQ,컨텍,KOSDAQ,STOCK,KR
452160,452160.KQ,제이엔비,KOSDAQ,STOCK,KR
452190,452190.KQ,한빛레이저,KOSDAQ,STOCK,KR
452200,452200.KQ,민테크,KOSDAQ,STOCK,KR
452280,452280.KQ,한선엔지니어링,KOSDAQ,STOCK,KR
452300,452300.KQ,캡스톤파트너스,KOSDAQ,STOCK,KR
452400,452400.KQ,이닉스,KOSDAQ,STOCK,KR
